Year,Dog_name,Breed,Gender,Suburb
2012,"LULU","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"LULU","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"LULU","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2012,"LUNA","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2012,"LUNA SPARROW","SCHIPPERKE","FEMALE","NORTH ADELAIDE"
2012,"LYNX","GERMAN SHEPHERD DOG CROSS","MALE","ADELAIDE"
2012,"MACK FANGIO CHAMPION","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MADDIE","FOX TERRIER WIRE","DESEXED FEMALE","ADELAIDE"
2012,"MAGGI","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MAGGIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"MAGGIE MAY HIGGINS","LABRADOR RETRIEVER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"MAIZE","KING CHARLES SPANIEL CROSS","FEMALE","NORTH ADELAIDE"
2012,"MANI","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"MANNY","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2012,"MARJORIE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2012,"MARLEY","POODLE STANDARD","MALE","NORTH ADELAIDE"
2012,"MARLEY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MARSHMALLOW","MALTESE","DESEXED FEMALE","ADELAIDE"
2012,"MATEY","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2012,"MAX","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MAX","CAVALIER KING CHARLES SPANIEL CROSS","MALE","NORTH ADELAIDE"
2012,"MAX","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"MAX","SCHNAUZER","DESEXED MALE","ADELAIDE"
2012,"MAX","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2012,"MAX","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2012,"MAX","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2012,"MAX","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2012,"MAX","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MAX","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"MAX","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"MAX","POODLE MINIATURE","MALE","NORTH ADELAIDE"
2012,"MAX","MALTESE","MALE","NORTH ADELAIDE"
2012,"MAXIMUS","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MAXY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"MEGAN","MALTESE CROSS","FEMALE","ADELAIDE"
2012,"MEGAN","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2012,"MIA","POODLE TOY","FEMALE","NORTH ADELAIDE"
2012,"MILLA","MALTESE CROSS","FEMALE","ADELAIDE"
2012,"MILLIE","BICHON FRISE","DESEXED FEMALE","ADELAIDE"
2012,"MILLIE","BICHON FRISE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MILLIE","WEST HIGHLAND WHITE TERRIER CROSS","FEMALE","NORTH ADELAIDE"
2012,"MILLIE","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MILO","TENTERFIELD TERRIER","MALE","NORTH ADELAIDE"
2012,"MINNIE","LAKELAND TERRIER","FEMALE","NORTH ADELAIDE"
2012,"MINNIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2012,"MISCHA","ENGLISH SPRINGER SPANIEL","DESEXED FEMALE","ADELAIDE"
2012,"MISCHA","ENGLISH SPRINGER SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MISSY","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MITRA","SCHNAUZER MINIATURE","DESEXED MALE","ADELAIDE"
2012,"MITZY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MOBY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MOET","COCKER SPANIEL CROSS","DESEXED FEMALE","ADELAIDE"
2012,"MOLLY","BORDER COLLIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MOLLY","BEDLINGTON TERRIER","DESEXED FEMALE","ADELAIDE"
2012,"MOLLY","CAIRN TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MOLLY","SAMOYED","FEMALE","NORTH ADELAIDE"
2012,"MOLLY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2012,"MOLLY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MOLLY","GOLDEN RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MOLLY","COCKER SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MOLLY","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2012,"MONA","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"MONTY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"MONTY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MONTY","BOSTON TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"MONTY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"MONTY","LABRADOR RETRIEVER","MALE","NORTH ADELAIDE"
2012,"MONTY","SHIH TZU CROSS","DESEXED MALE","ADELAIDE"
2012,"MOOCHIE","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MORGAN","WELSH CORGI","DESEXED MALE","NORTH ADELAIDE"
2012,"MORITZ","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2012,"MOUSHIE","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2012,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2012,"MURKY","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2012,"NED","PUG CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"NEIL","DACHSHUND","DESEXED MALE","NORTH ADELAIDE"
2012,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","ADELAIDE"
2012,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"OLIVE","WHIPPET","DESEXED FEMALE","ADELAIDE"
2012,"OLIVE","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2012,"OLIVER","GOLDEN RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"OLIVER","JACK RUSSELL TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"OLIVER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"OLLEY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"OLLIE","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"OLLIE","TENNTIFIELD TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"OSCAR","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"oscar","AUSTRALIAN SILKY TERRIER CROSS","DESEXED MALE","ADELAIDE"
2012,"PABLO","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"PABLO","JACK RUSSELL TERRIER","MALE","NORTH ADELAIDE"
2012,"PADDINGTON","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2012,"PADDY","BORDER COLLIE","DESEXED MALE","ADELAIDE"
2012,"PADDY","BORDER COLLIE","DESEXED MALE","NORTH ADELAIDE"
2012,"PADDY","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"PALAIS","WHIPPET","FEMALE","NORTH ADELAIDE"
2012,"PAPOOSE","SIBERIAN HUSKY","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PEACHES","LHASA APSO CROSS","DESEXED FEMALE","ADELAIDE"
2012,"PEACHES","LHASA APSO CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PEARL","SHAR PEI","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PEBBLES","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"PEBBLES","MALTESE","FEMALE","NORTH ADELAIDE"
2012,"PENELOPE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PENNY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PEPPA","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2012,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","ADELAIDE"
2012,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"PEPPER","TERRIER - UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PEPSI","HAVANESE","DESEXED MALE","NORTH ADELAIDE"
2012,"PEPSI","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2012,"PEPSI","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"PETRA","DOBERMAN","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PHOEBE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"PHOEBE","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PHOEBE","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2012,"PIGLET BERGGREN","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"PING PONG","CHIHUAHUA CROSS","FEMALE","ADELAIDE"
2012,"PIP","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"PIP","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"PIPER","SCOTTISH TERRIER","DESEXED FEMALE","ADELAIDE"
2012,"PIPER","SCOTTISH TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PIPI","CHIHUAHUA CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"PIPPA","SCHNAUZER MINIATURE","FEMALE","ADELAIDE"
2012,"PIXIE","MALTESE","FEMALE","ADELAIDE"
2012,"POCO","POMERANIAN","DESEXED FEMALE","ADELAIDE"
2012,"POCO","POMERANIAN","DESEXED FEMALE","NORTH ADELAIDE"
2012,"POLLY-ESTER","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"POPPI","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"POPPY","MALTESE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"POPPY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"POPPY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2012,"POPPY","POODLE MINIATURE","FEMALE","NORTH ADELAIDE"
2012,"POPPY RYAN","SAMOYED CROSS","FEMALE","NORTH ADELAIDE"
2012,"PRINCE","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2012,"PRINCESS","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"PUENKTCHEN","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"RAFIKI JASPER","BORDER COLLIE","DESEXED MALE","NORTH ADELAIDE"
2012,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","ADELAIDE"
2012,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"RALPH","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"RALPH","POODLE MINATURE CROSS","MALE","ADELAIDE"
2012,"RALPH","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2012,"RALPH","SHAR PEI","DESEXED MALE","ADELAIDE"
2012,"RANI","SCHNAUZER MINIATURE","DESEXED FEMALE","ADELAIDE"
2012,"REMY","POODLE STANDARD","DESEXED MALE","ADELAIDE"
2012,"REX","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2012,"RILEY","KING CHARLES SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2012,"ROBBIE","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2012,"Rocky","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2012,"ROCKY","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"ROCKY","MINIATURE PINSCHER","DESEXED MALE","ADELAIDE"
2012,"RON","DACHSHUND (MINITURE)","MALE","NORTH ADELAIDE"
2012,"ROSIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"ROSIE","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ROSIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"ROXY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2012,"ROXY","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2012,"RUBY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2012,"RUBY","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2012,"RUBY","HUNGARIAN VIZSLA","DESEXED FEMALE","ADELAIDE"
2012,"RUBY","KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2012,"RUBY","IRISH SETTER","DESEXED FEMALE","ADELAIDE"
2012,"RUBY","SHAR PEI","DESEXED FEMALE","ADELAIDE"
2012,"RUFUS","PAPILLON  CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"RUPERT","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"RUSS","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"RUSTY","AIREDALE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"RUSTY","LABRADOR RETRIEVER","MALE","ADELAIDE"
2012,"RUSTY","LABRADOR RETRIEVER","MALE","ADELAIDE"
2012,"SABI","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2012,"SAFFY","BRITTANY","FEMALE","NORTH ADELAIDE"
2012,"SALLY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SALLY","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SALLY","MASTIFF","DESEXED FEMALE","ADELAIDE"
2012,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SAM","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2012,"SAM","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2012,"SAM","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"SAM","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"SAM","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"SAMBO","BEARDED COLLIE","MALE","NORTH ADELAIDE"
2012,"SANDY","BULLMASTIFF","FEMALE","NORTH ADELAIDE"
2012,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SASHA","POODLE MINATURE CROSS","FEMALE","ADELAIDE"
2012,"SCHNOOZY","SCHNAUZER MINIATURE","MALE","NORTH ADELAIDE"
2012,"SCOOTER","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"SCOUT","MASTIFF","DESEXED MALE","NORTH ADELAIDE"
2012,"SCRAPPY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"SCRAPPY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"SCRUFF","TERRIER - UNKNOWN","FEMALE","NORTH ADELAIDE"
2012,"SHAKESPEARE","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2012,"SHEBA","AUSTRALIAN SILKY TERRIER CROSS","FEMALE","ADELAIDE"
2012,"SHERMAN","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2012,"SHILOH","DOBERMAN","MALE","NORTH ADELAIDE"
2012,"SHISHA","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SIMBA","POODLE STANDARD","MALE","NORTH ADELAIDE"
2012,"SIRUS","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2012,"SKOOTA","TIBETAN SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2012,"SKY","POMERANIAN CROSS","DESEXED MALE","ADELAIDE"
2012,"SKY","POMERANIAN CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"SMUDGE","CHIHUAHUA CROSS","FEMALE","NORTH ADELAIDE"
2012,"SNOOPY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"SOCKS","MALTESE CROSS","MALE","ADELAIDE"
2012,"SODA","PUG","MALE","ADELAIDE"
2012,"SOPHIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"SPARKY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"SPOT","COLLIE (ROUGH) CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"STELLA","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2012,"STELLA","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2012,"STITCH","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"SULO","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
2012,"SUMMER","GREAT DANE","FEMALE","NORTH ADELAIDE"
2012,"SUSIE BUBBA","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2012,"SWEETIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2012,"SWEETY","POODLE TOY","DESEXED FEMALE","ADELAIDE"
2012,"SWEETY","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SYBIL","DACHSHUND (MINITURE)","DESEXED FEMALE","NORTH ADELAIDE"
2012,"SYDNEY","SOFT COATED WHEATON TERRIER","MALE","NORTH ADELAIDE"
2012,"TACO","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2012,"TANZY","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2012,"TED","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2012,"TENA","JACK RUSSELL TERRIER CROSS","FEMALE","NORTH ADELAIDE"
2012,"TERRY","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2012,"TERRY","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2012,"TESLA","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"TESS","POODLE MINATURE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"TESS","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2012,"TESSA","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2012,"TIFFANY","SHIH TZU CROSS","FEMALE","NORTH ADELAIDE"
2012,"TIFFANY","SHIH TZU CROSS","FEMALE","NORTH ADELAIDE"
2012,"TIGER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"TINKERBELL","JACK RUSSELL TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"TINKERBELL","MALTESE CROSS","FEMALE","ADELAIDE"
2012,"TIRO","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2012,"TOBUSCUS","AUSTRALIAN KELPIE","MALE","ADELAIDE"
2012,"TOBUSCUS","AUSTRALIAN KELPIE","MALE","NORTH ADELAIDE"
2012,"TOBY","WELSH CORGI CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2012,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2012,"TRIGG","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"TRIX","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"TWINKLES","WEST HIGHLAND WHITE TERRIER","FEMALE","NORTH ADELAIDE"
2012,"WALLY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2012,"WALTER","BORDER TERRIER","DESEXED MALE","ADELAIDE"
2012,"WILMA","FOX TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2012,"WILMA","FOX TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"WINNIE","BORDER COLLIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"WINNIE","FOX TERRIER WIRE","FEMALE","NORTH ADELAIDE"
2012,"WINNIE BERGGREN","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2012,"WINSTON","HUNGARIAN VIZSLA","DESEXED MALE","ADELAIDE"
2012,"WINSTON","BASSET HOUND","MALE","NORTH ADELAIDE"
2012,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","ADELAIDE"
2012,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2012,"WOMBLE","POODLE TOY","DESEXED MALE","NORTH ADELAIDE"
2012,"WOODY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2012,"YOGI","SHIH TZU","DESEXED MALE","NORTH ADELAIDE"
2012,"ZAC","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2012,"ZELLA","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ZEP","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2012,"ZEUS","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2012,"ZOE","POODLE MINIATURE","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ZOE","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2012,"ZOOEY","BOXER","FEMALE","NORTH ADELAIDE"
2012,"ZSA ZSA","POMERANIAN","FEMALE","ADELAIDE"
2012,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","ADELAIDE"
2012,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
