Year,Dog_name,Breed,Gender,Suburb
2010,"GYPSY","CHIHUAHUA","DESEXED FEMALE","ADELAIDE"
2010,"GYPSY","POMERANIAN","FEMALE","NORTH ADELAIDE"
2010,"HARRY","DACHSHUND","MALE","ADELAIDE"
2010,"HARRY","SAMOYED CROSS","DESEXED MALE","ADELAIDE"
2010,"HEIDI","YORKSHIRE TERRIER","DESEXED FEMALE","ADELAIDE"
2010,"HENRY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2010,"HETTY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2010,"HONEY","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"HONEY","SHETLAND SHEEP DOG","DESEXED FEMALE","ADELAIDE"
2010,"HOOVER","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2010,"HOOVER","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2010,"HOPPA","GREYHOUND","MALE","ADELAIDE"
2010,"HUGO","DACHSHUND","MALE","ADELAIDE"
2010,"IKE","LABRADOR RETRIEVER","DESEXED MALE","NORTH ADELAIDE"
2010,"ILLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","ADELAIDE"
2010,"ISABELLA","ROTTWEILER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"IVY","BASSET HOUND","DESEXED FEMALE","NORTH ADELAIDE"
2010,"JACK","POODLE MINATURE CROSS","MALE","ADELAIDE"
2010,"JACK","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2010,"JACK","AIREDALE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"JACK","AIREDALE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"JACK","SHAR PEI","DESEXED MALE","NORTH ADELAIDE"
2010,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2010,"JACK","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"JAKE","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2010,"JASPER","COCKER SPANIEL CROSS","MALE","NORTH ADELAIDE"
2010,"JASPER","BICHON FRISE","DESEXED MALE","NORTH ADELAIDE"
2010,"JASPER","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2010,"JASPER","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2010,"JAZZ","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"JED","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2010,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2010,"JESSE","WEST HIGHLAND WHITE TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"JESSIE","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2010,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","ADELAIDE"
2010,"JESSIE","AUSTRALIAN CATTLE DOG","FEMALE","NORTH ADELAIDE"
2010,"JILLY","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2010,"JIMMY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"JOEY","SCOTTISH TERRIER","MALE","ADELAIDE"
2010,"JOEY","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2010,"KABU","POODLE MINIATURE","FEMALE","ADELAIDE"
2010,"KAHLA","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2010,"KATIE","TERRIER - UNKNOWN","FEMALE","ADELAIDE"
2010,"KIP","GOLDEN RETRIEVER","DESEXED MALE","ADELAIDE"
2010,"KJ","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2010,"KOOKI","MALTESE CROSS","MALE","ADELAIDE"
2010,"LEO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2010,"LEVI","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2010,"LILLI","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2010,"LILLIE","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LILLY","WEST HIGHLAND WHITE TERRIER","DESEXED FEMALE","ADELAIDE"
2010,"LILLY","SOFT COATED WHEATON TERRIER","FEMALE","NORTH ADELAIDE"
2010,"LILLY","AUSTRALIAN SILKY TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LITTLE BEAN","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"LOBY","AUSTRALIAN KELPIE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LOIS","MINIATURE PINSCHER","FEMALE","NORTH ADELAIDE"
2010,"LOLA","SOFT COATED WHEATON TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LOLA","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LOLLY","COCKER SPANIEL","FEMALE","NORTH ADELAIDE"
2010,"LOUIE","PUG","DESEXED MALE","ADELAIDE"
2010,"LOUISE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2010,"LUCINDA","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2010,"LUCKY","CROSS BREED UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LUCY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LUCY","SHIH TZU","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LUCY","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2010,"LUCY","DACHSHUND CROSS","FEMALE","ADELAIDE"
2010,"LUCY","WELSH CORGIE PEMBROKE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LUCY LOCKETT","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LUIS","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2010,"LUIS","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2010,"LULU","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"LULU","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"LULU","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2010,"LUNA","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2010,"MACK FANGIO CHAMPION","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"MACK FANGIO CHAMPION","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"MADDIE","FOX TERRIER WIRE","DESEXED FEMALE","ADELAIDE"
2010,"MAGGI","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"MANI","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"MANNY","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2010,"MARJORIE","POODLE MINATURE CROSS","FEMALE","NORTH ADELAIDE"
2010,"MARSHMALLOW","MALTESE","DESEXED FEMALE","ADELAIDE"
2010,"MATEY","JACK RUSSELL TERRIER","DESEXED MALE","ADELAIDE"
2010,"MAX","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"MAX","CAVALIER KING CHARLES SPANIEL CROSS","MALE","NORTH ADELAIDE"
2010,"MAX","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"MAX","SCHNAUZER","DESEXED MALE","ADELAIDE"
2010,"MAX","GOLDEN RETRIEVER","MALE","NORTH ADELAIDE"
2010,"MAX","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2010,"MAX","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"MAX","AMERICAN STAFFORDSHIRE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"MAX","POODLE MINIATURE","MALE","NORTH ADELAIDE"
2010,"MAX","MALTESE","MALE","NORTH ADELAIDE"
2010,"MAXIMUS","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"MAXY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2010,"MEGAN","MALTESE CROSS","FEMALE","ADELAIDE"
2010,"MEGAN","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2010,"MIA","POODLE TOY","FEMALE","NORTH ADELAIDE"
2010,"MIA","POODLE TOY","FEMALE","NORTH ADELAIDE"
2010,"MILLA","MALTESE CROSS","FEMALE","ADELAIDE"
2010,"MILLIE","BICHON FRISE","DESEXED FEMALE","ADELAIDE"
2010,"MILLIE","BICHON FRISE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"MILLIE","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2010,"MILO","TENTERFIELD TERRIER","MALE","NORTH ADELAIDE"
2010,"MINNIE","LAKELAND TERRIER","FEMALE","NORTH ADELAIDE"
2010,"MISSY","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"MITRA","SCHNAUZER MINIATURE","DESEXED MALE","ADELAIDE"
2010,"MOBY","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"MOET","COCKER SPANIEL CROSS","DESEXED FEMALE","ADELAIDE"
2010,"MOLLY","SAMOYED","FEMALE","NORTH ADELAIDE"
2010,"MOLLY","BEDLINGTON TERRIER","DESEXED FEMALE","ADELAIDE"
2010,"MOLLY","CAIRN TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"MONA","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"MONTY","BOSTON TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"MONTY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2010,"MONTY","SHIH TZU CROSS","DESEXED MALE","ADELAIDE"
2010,"MOOCHIE","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"MORGAN","WELSH CORGI","DESEXED MALE","NORTH ADELAIDE"
2010,"MORITZ","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2010,"MORITZ","FOX TERRIER (SMOOTH)","DESEXED MALE","NORTH ADELAIDE"
2010,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2010,"MR SCRAGGS","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2010,"MURKY","JACK RUSSELL TERRIER","FEMALE","NORTH ADELAIDE"
2010,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","ADELAIDE"
2010,"NESSIE","BEARDED COLLIE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"OLIVE","WHIPPET","DESEXED FEMALE","ADELAIDE"
2010,"OLIVE","WHIPPET","DESEXED FEMALE","NORTH ADELAIDE"
2010,"OLIVER","GOLDEN RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"OLIVER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"OLLEY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"OLLIE","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2010,"OSCAR","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"OSCAR","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2010,"oscar","AUSTRALIAN SILKY TERRIER CROSS","DESEXED MALE","ADELAIDE"
2010,"PABLO","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"PABLO","JACK RUSSELL TERRIER","MALE","NORTH ADELAIDE"
2010,"PADDINGTON","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2010,"PADDY","BORDER COLLIE","DESEXED MALE","ADELAIDE"
2010,"PADDY","BORDER COLLIE","DESEXED MALE","NORTH ADELAIDE"
2010,"PADDY","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"PALAIS","WHIPPET","FEMALE","NORTH ADELAIDE"
2010,"PAPOOSE","SIBERIAN HUSKY","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PEARL","SHAR PEI","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PEBBLES","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"PEBBLES","MALTESE","FEMALE","NORTH ADELAIDE"
2010,"PENELOPE","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PENNY","DACHSHUND","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PEPPA","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2010,"PEPPER","TERRIER - UNKNOWN","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","ADELAIDE"
2010,"PEPPER","SCHNAUZER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"PEPSI","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2010,"PEPSI","MALTESE CROSS","MALE","NORTH ADELAIDE"
2010,"PETRA","DOBERMAN","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PHOEBE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"PHOEBE","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"PHOEBE","MALTESE CROSS","FEMALE","NORTH ADELAIDE"
2010,"PIGLET BERGGREN","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"PING PONG","CHIHUAHUA CROSS","FEMALE","ADELAIDE"
2010,"PIXIE","MALTESE","FEMALE","ADELAIDE"
2010,"POCO","POMERANIAN","DESEXED FEMALE","ADELAIDE"
2010,"POCO","POMERANIAN","DESEXED FEMALE","NORTH ADELAIDE"
2010,"POLLY-ESTER","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"POPPY","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2010,"PRINCE","CHIHUAHUA","DESEXED MALE","NORTH ADELAIDE"
2010,"PRINCESS","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"PUENKTCHEN","JACK RUSSELL TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","ADELAIDE"
2010,"RALPH","LABRADOR RETRIEVER CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"RALPH","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"RALPH","POODLE MINATURE CROSS","MALE","ADELAIDE"
2010,"RALPH","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2010,"RALPH","POODLE MINATURE CROSS","MALE","ADELAIDE"
2010,"RALPH","POODLE MINATURE CROSS","MALE","NORTH ADELAIDE"
2010,"RANI","SCHNAUZER MINIATURE","DESEXED FEMALE","ADELAIDE"
2010,"REMY","POODLE STANDARD","DESEXED MALE","ADELAIDE"
2010,"REX","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2010,"RILEY","KING CHARLES SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2010,"ROBBIE","COCKER SPANIEL CROSS","DESEXED MALE","ADELAIDE"
2010,"ROCKY","BORDER COLLIE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"RON","DACHSHUND (MINITURE)","MALE","NORTH ADELAIDE"
2010,"ROSIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"ROSIE","BEAGLE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ROSIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"ROXY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2010,"ROXY","BORDER COLLIE","FEMALE","NORTH ADELAIDE"
2010,"RUBY","GOLDEN RETRIEVER","FEMALE","NORTH ADELAIDE"
2010,"RUBY","HUNGARIAN VIZSLA","DESEXED FEMALE","ADELAIDE"
2010,"RUBY","KING CHARLES SPANIEL","DESEXED FEMALE","ADELAIDE"
2010,"RUSS","WEST HIGHLAND WHITE TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"RUSTY","AIREDALE TERRIER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"RUSTY","LABRADOR RETRIEVER","MALE","ADELAIDE"
2010,"SABI","LABRADOR RETRIEVER CROSS","MALE","NORTH ADELAIDE"
2010,"SAFFY","BRITTANY","FEMALE","NORTH ADELAIDE"
2010,"SALLY","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"SALLY","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"SALLY","MASTIFF","DESEXED FEMALE","ADELAIDE"
2010,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","ADELAIDE"
2010,"SALT","SCHNAUZER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"SAM","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2010,"SAM","MALTESE","DESEXED MALE","NORTH ADELAIDE"
2010,"SAM","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2010,"SAM","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"SAMBO","BEARDED COLLIE","MALE","NORTH ADELAIDE"
2010,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"SAPPIRE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"SASHA","POODLE MINATURE CROSS","FEMALE","ADELAIDE"
2010,"SCHNOOZY","SCHNAUZER MINIATURE","MALE","NORTH ADELAIDE"
2010,"SCOOTER","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"SCRUFF","TERRIER - UNKNOWN","FEMALE","NORTH ADELAIDE"
2010,"SHAKESPEARE","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2010,"SHERMAN","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2010,"SHILOH","DOBERMAN","MALE","NORTH ADELAIDE"
2010,"SIMBA","POODLE STANDARD","MALE","NORTH ADELAIDE"
2010,"SIRUS","GERMAN SHEPHERD DOG","MALE","NORTH ADELAIDE"
2010,"SKOOTA","TIBETAN SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2010,"SKY","POMERANIAN CROSS","DESEXED MALE","ADELAIDE"
2010,"SKY","POMERANIAN CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"SMUDGE","CHIHUAHUA CROSS","FEMALE","NORTH ADELAIDE"
2010,"SNOOPY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2010,"SOCKS","MALTESE CROSS","MALE","ADELAIDE"
2010,"SOPHIE","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"SPARKY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"SPOT","COLLIE (ROUGH) CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"STELLA","GERMAN SHEPHERD DOG","FEMALE","ADELAIDE"
2010,"STELLA","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2010,"SULO","TERRIER - UNKNOWN","DESEXED FEMALE","ADELAIDE"
2010,"SUSIE BUBBA","MALTESE CROSS","DESEXED FEMALE","ADELAIDE"
2010,"SWEETIE","POODLE TOY","FEMALE","NORTH ADELAIDE"
2010,"SWEETY","POODLE TOY","DESEXED FEMALE","ADELAIDE"
2010,"SWEETY","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2010,"SWEETY","POODLE TOY","DESEXED FEMALE","ADELAIDE"
2010,"SWEETY","POODLE TOY","DESEXED FEMALE","NORTH ADELAIDE"
2010,"SYDNEY","SOFT COATED WHEATON TERRIER","MALE","NORTH ADELAIDE"
2010,"TACO","CHIHUAHUA","DESEXED MALE","ADELAIDE"
2010,"TED","POMERANIAN","DESEXED MALE","NORTH ADELAIDE"
2010,"TESLA","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"TESSA","JACK RUSSELL TERRIER","FEMALE","ADELAIDE"
2010,"TIFFANY","SHIH TZU CROSS","FEMALE","NORTH ADELAIDE"
2010,"TIGER","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"TOBY","WELSH CORGI CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2010,"TOMMY","TERRIER - UNKNOWN","DESEXED MALE","NORTH ADELAIDE"
2010,"TRIGG","COCKER SPANIEL CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"TRIX","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"WILMA","FOX TERRIER CROSS","DESEXED FEMALE","ADELAIDE"
2010,"WILMA","FOX TERRIER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"WINNIE BERGGREN","CAVALIER KING CHARLES SPANIEL CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2010,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","ADELAIDE"
2010,"WINSTON","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2010,"WOODY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2010,"YOGI","SHIH TZU","DESEXED MALE","NORTH ADELAIDE"
2010,"ZAC","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2010,"ZELLA","ROTTWEILER","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ZEP","CAVALIER KING CHARLES SPANIEL","MALE","NORTH ADELAIDE"
2010,"ZEUS","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2010,"ZOE","POODLE MINIATURE","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ZOE","GERMAN SHEPHERD DOG","DESEXED FEMALE","NORTH ADELAIDE"
2010,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","ADELAIDE"
2010,"ZSA ZSA","CAVALIER KING CHARLES SPANIEL","FEMALE","NORTH ADELAIDE"
2011,"ABBY","POODLE MINIATURE","DESEXED FEMALE","ADELAIDE"
2011,"ACE","ENGLISH TOY TERRIER","DESEXED MALE","ADELAIDE"
2011,"AISHA","POODLE MINATURE CROSS","DESEXED FEMALE","ADELAIDE"
2011,"ALBERT","SHIH TZU CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"ALFIE","BICHON FRISE","MALE","NORTH ADELAIDE"
2011,"ALFIE","JACK RUSSELL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"ALICE","FOX TERRIER WIRE","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ANGEL","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2011,"ANGUS","PUG CROSS","MALE","ADELAIDE"
2011,"ARABELLA","LABRADOR RETRIEVER","DESEXED FEMALE","NORTH ADELAIDE"
2011,"ARCHIBALD","GERMAN SHEPHERD DOG CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"Archie","AIREDALE TERRIER","MALE","NORTH ADELAIDE"
2011,"ARCHIE","SCHNAUZER CROSS","MALE","NORTH ADELAIDE"
2011,"ARCHIE","SCHNAUZER CROSS","MALE","NORTH ADELAIDE"
2011,"ARCHIE","PUG","MALE","NORTH ADELAIDE"
2011,"ARNIE","STAFFORDSHIRE BULL TERRIER","DESEXED MALE","NORTH ADELAIDE"
2011,"ARTIE","TERRIER - UNKNOWN","DESEXED MALE","ADELAIDE"
2011,"ASTRO","WHIPPET","DESEXED MALE","NORTH ADELAIDE"
2011,"BAILY","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"BANDIT","PAPILLON","MALE","ADELAIDE"
2011,"BASIL","MALTESE CROSS","MALE","NORTH ADELAIDE"
2011,"BEAR","GERMAN SHEPHERD DOG","DESEXED MALE","NORTH ADELAIDE"
2011,"BELLA","GREAT DANE","FEMALE","NORTH ADELAIDE"
2011,"BELLA","KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2011,"BELLA","SCHNAUZER","DESEXED FEMALE","ADELAIDE"
2011,"BELLA","GOLDEN RETRIEVER","DESEXED FEMALE","ADELAIDE"
2011,"BELLA","SKYE TERRIER","FEMALE","ADELAIDE"
2011,"BELLE","BREED UNKNOWN","FEMALE","NORTH ADELAIDE"
2011,"BERTIE","SCHNAUZER MINIATURE","DESEXED MALE","NORTH ADELAIDE"
2011,"BERTIE","BICHON FRISE","DESEXED MALE","ADELAIDE"
2011,"BIGGLES MUDGE","SCHNAUZER MINIATURE","MALE","ADELAIDE"
2011,"BLACKIE","POMERANIAN","MALE","NORTH ADELAIDE"
2011,"BLUSH","CAVALIER KING CHARLES SPANIEL","DESEXED FEMALE","NORTH ADELAIDE"
2011,"BOB","POODLE MINATURE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"BOBBY","BICHON FRISE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"BOBBY","FOX TERRIER (SMOOTH)","MALE","NORTH ADELAIDE"
2011,"BOBEK","BOSTON TERRIER","DESEXED MALE","ADELAIDE"
2011,"BODHI JODOCUS","LABRADOR RETRIEVER","DESEXED MALE","ADELAIDE"
2011,"BODRI","FOX TERRIER (SMOOTH)","MALE","ADELAIDE"
2011,"BOO","STAFFORDSHIRE BULL TERRIER CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"BOSCO","MANCHESTER TERRIER","MALE","ADELAIDE"
2011,"BRIDGET","LABRADOR RETRIEVER CROSS","FEMALE","NORTH ADELAIDE"
2011,"BUBBLES","CHIHUAHUA","FEMALE","NORTH ADELAIDE"
2011,"BUCKLEY","STAFFORDSHIRE BULL TERRIER CROSS","MALE","NORTH ADELAIDE"
2011,"BUDDY","CAIRN TERRIER","MALE","NORTH ADELAIDE"
2011,"BUDDY","MALTESE CROSS","DESEXED MALE","ADELAIDE"
2011,"BUDDY","MALTESE CROSS","DESEXED MALE","NORTH ADELAIDE"
2011,"BUFFY","BOXER CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"BUFFY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"BUSTER","BEAGLE","DESEXED MALE","ADELAIDE"
2011,"BUTTONS","COCKER SPANIEL","DESEXED MALE","NORTH ADELAIDE"
2011,"CALLIE","AUSTRALIAN KELPIE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"CALLY","MALTESE CROSS","DESEXED FEMALE","NORTH ADELAIDE"
2011,"CASANOVA","FRENCH BULLDOG","DESEXED MALE","ADELAIDE"
2011,"CASPER","TERRIER - UNKNOWN","MALE","NORTH ADELAIDE"
2011,"CASTRO","AUSTRALIAN CATTLE DOG","MALE","NORTH ADELAIDE"
2011,"CELESTE","FOX TERRIER (SMOOTH)","FEMALE","NORTH ADELAIDE"
2011,"CHARLIE","BEAGLE","DESEXED MALE","ADELAIDE"
2011,"CHARLIE","SHIH TZU","DESEXED FEMALE","ADELAIDE"
2011,"CHARLIE","LAGOTTO ROMAGNOLO","DESEXED MALE","ADELAIDE"
2011,"CHARLIE","WELSH CORGIE CARDIGAN","FEMALE","NORTH ADELAIDE"
2011,"CHARLIE","POODLE MINIATURE","DESEXED MALE","ADELAIDE"
2011,"CHARLIE","WELSH CORGIE PEMBROKE","MALE","NORTH ADELAIDE"
2011,"CHARLIE","MALTESE CROSS","MALE","NORTH ADELAIDE"
